"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","miss_1_raw","miss_2_raw","miss_pair","label"
"ABCA3",2.58,0.000456788378216841,2.6,0,"2.6","<0.01","Up","MAR_2of3","MNAR_0of3","MAR vs MNAR",NA
"ABCB10",1.58,0.000302420133453643,1.6,0,"1.6","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ABCB6",0.182,0.91137535829506,0.2,0.91,"0.2","0.91","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"ABHD5",0.614,0.659371046969002,0.6,0.66,"0.6","0.66","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ACE2",0.189,0.953751123233117,0.2,0.95,"0.2","0.95","NS","MAR_2of3","MAR_2of3","MAR vs MAR",NA
"ACOT13",0.942,0.00136740233778807,0.9,0,"0.9","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ACTMAP",-0.738,0.0186670607318863,-0.7,0.02,"-0.7","0.02","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ADAM9",0.328,0.336781544213067,0.3,0.34,"0.3","0.34","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ADAMTS1",1.48,3.53485631714534e-06,1.5,0,"1.5","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ADD1",-0.187,0.328257682995694,-0.2,0.33,"-0.2","0.33","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ADGRG6",1.86,0.183472662372901,1.9,0.18,"1.9","0.18","NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"AGA",0.172,0.844446740400369,0.2,0.84,"0.2","0.84","NS","Present_3of3","MAR_2of3","Present vs MAR",NA
"AHDC1",0.627,0.0291774092874606,0.6,0.03,"0.6","0.03","Up","Present_3of3","Present_3of3","Present vs Present",NA
"AIFM2",3.48,0.0133502105757747,3.5,0.01,"3.5","0.01","Up","MAR_2of3","MNAR_0of3","MAR vs MNAR",NA
"AIRIM",-3.08,4.24366596363874e-05,-3.1,0,"-3.1","<0.01","Down","MNAR_0of3","Present_3of3","MNAR vs Present",NA
"AKAP7",4.27,0.0526690422564906,4.3,0.05,"4.3","0.05","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"AKIRIN2",-1.98,0.000320841337838186,-2,0,"-2.0","<0.01","Down","Present_3of3","Present_3of3","Present vs Present",NA
"ALDH18A1",1.5,0.00420132995262552,1.5,0,"1.5","<0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
"ALDH1L2",0.0828,0.767578639761944,0.1,0.77,"0.1","0.77","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ALG1",0.466,0.282890938979664,0.5,0.28,"0.5","0.28","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ALKBH8",1.32,0.612172390063199,1.3,0.61,"1.3","0.61","NS","MAR_1of3","MAR_2of3","MAR vs MAR",NA
"AMFR",-0.0234,0.940489258030564,0,0.94,"-0.0","0.94","NS","Present_3of3","Present_3of3","Present vs Present",NA
"AMMECR1",0.0852,0.951787201173144,0.1,0.95,"0.1","0.95","NS","MAR_1of3","MAR_1of3","MAR vs MAR",NA
"AMOT",-0.387,0.294124233030452,-0.4,0.29,"-0.4","0.29","NS","Present_3of3","Present_3of3","Present vs Present",NA
